price,stNumber,stName,size,beacon,baseFloor,buildingStyle,elevators,rooms,bedrooms,fullBathrooms,halfBathrooms,garage
442500,159,ST PAUL ST,1104,0,2,LOW-RISE,0,4,2,2,0,0
174000,150,PLEASANT ST,1060,0,4,MID-RISE,1,4,2,1,1,1
491500,83,IVY ST,1290,0,2,LOW-RISE,0,5,2,2,0,0
720000,20,CHAPEL ST,1567,0,8,HIGH-RISE,6,5,2,2,0,2
174000,150,PLEASANT ST,1030,0,4,MID-RISE,1,4,2,1,0,1
720000,629,HAMMOND ST,1505,0,1,LOW-RISE,2,5,2,2,0,1
559100,50,WINCHESTER ST,1256,0,1,MID-RISE,1,4,2,2,0,1
472000,108,ST PAUL ST,1100,0,1,LOW-RISE,0,5,2,1,0,0
423000,1064,BEACON ST,875,1,2,LOW-RISE,0,4,2,1,0,0
174000,150,PLEASANT ST,1056,0,3,MID-RISE,1,4,2,1,1,1
440000,1857,BEACON ST,1192,1,0,ROW-MIDDLE,0,4,2,2,0,0
1300000,115,SEWALL AVE,2554,0,2,LOW-RISE,0,6,4,2,1,2
395000,1450,BEACON ST,902,1,4,HIGH-RISE,4,4,2,1,0,0
899000,100,ST PAUL ST,1648,0,1,ROW-MIDDLE,1,5,3,2,1,2
675000,132,SEWALL AVE,1873,0,2,ROW-MIDDLE,0,6,3,2,0,1
363000,135,PLEASANT ST,853,0,4,MID-RISE,1,4,1,1,1,1
710000,14,EGMONT ST,1957,0,3,ROW-END,0,6,3,2,0,0
820000,74,GREEN ST,1344,0,2,LOW-RISE,2,4,2,2,0,2
964000,195,ST PAUL ST,2660,0,3,LOW-RISE,2,8,3,3,0,0
170000,1834,BEACON ST,630,1,0,LOW-RISE,0,3,1,1,0,0
468000,45,LONGWOOD AVE,1161,0,6,MID-RISE,2,4,2,2,0,0
417742,84,PLEASANT ST,1246,0,1,ROW-END,0,5,2,1,0,0
250500,130,LONGWOOD AVE,550,0,0,ROW-END,0,2,1,1,0,0
1200000,115,SEWALL AVE,2485,0,1,LOW-RISE,0,6,4,2,1,1
425000,62,CYPRESS ST,1230,0,2,DECKER,0,4,2,1,0,0
455000,51,HARVARD AVE,1104,0,1,LOW-RISE,0,5,2,1,0,0
420000,33,POND AVE,1260,0,6,HIGH-RISE,5,4,2,2,0,1
447000,6,PARKWAY RD,1234,0,1,LOW-RISE,0,6,2,1,0,0
249000,33,POND AVE,725,0,11,HIGH-RISE,5,3,1,1,0,0
560000,218,FREEMAN ST,1560,0,2,DECKER,0,5,2,2,0,0
770000,255,CYPRESS ST,2398,0,1,CLUSTER-TYPE,0,6,2,3,1,1
280000,41,PARK ST,842,0,2,LOW-RISE,1,3,1,1,0,0
419100,1600,BEACON ST,750,1,4,HIGH-RISE,2,3,1,1,0,1
768120,150,ST PAUL ST,1384,0,1,LOW-RISE,1,5,2,2,0,2
546000,20,CHAPEL ST,1141,0,7,HIGH-RISE,6,5,2,2,0,1
285000,99,POND AVE,870,0,4,HIGH-RISE,5,3,1,1,0,1
699000,6,BENJAMIN PL,2194,0,1,CLUSTER-TYPE,0,7,3,2,1,1
523000,25,GREEN ST,1488,0,1,ROW-MIDDLE,0,6,2,2,0,0
849000,123,WALNUT ST,2291,0,1,DUPLEX,0,7,3,2,1,0
223000,41,PARK ST,792,0,2,LOW-RISE,1,3,1,1,0,0
576500,110,CYPRESS ST,1345,0,2,LOW-RISE,1,5,2,2,0,2
365000,227,SUMMIT AVE,804,0,1,LOW-RISE,1,4,1,1,0,0
609000,2,ST PAUL ST,1304,0,4,MID-RISE,2,4,2,2,0,0
122645,24,JUNIPER ST,638,0,3,LOW-RISE,0,4,1,1,0,0
176000,70,PARK ST,346,0,1,HIGH-RISE,4,1,1,1,0,0
605000,629,HAMMOND ST,1345,0,1,LOW-RISE,2,5,2,2,0,1
405000,70,PARK ST,1164,0,7,HIGH-RISE,4,4,2,1,0,1
553000,10,BRADFORD TER,1263,0,1,LOW-RISE,0,6,3,1,1,0
1240000,51,ST PAUL ST,1991,0,3,DECKER,1,5,3,3,0,2
390000,55,SEWALL AVE,865,0,2,MID-RISE,1,4,2,1,1,1
1019850,551,BOYLSTON ST,2128,0,1,CLUSTER-TYPE,0,6,2,2,1,2
300000,39,PRINCE ST,772,0,3,DECKER,0,4,2,1,0,1
280000,334,TAPPAN ST,806,0,2,ROW-MIDDLE,0,4,2,2,0,0
541000,20,CHAPEL ST,1176,0,2,HIGH-RISE,6,6,3,2,0,1
435000,231,RAWSON RD,947,0,3,ROW-MIDDLE,0,4,2,1,0,0
241313,32,WINCHESTER ST,660,0,1,LOW-RISE,0,3,1,1,0,0
732000,20,CHAPEL ST,1559,0,2,HIGH-RISE,6,5,2,2,0,2
348000,67,PARK ST,799,0,2,LOW-RISE,0,4,1,1,0,0
595000,133,COOLIDGE ST,1260,0,1,DECKER,0,7,2,2,0,0
750000,11,MARION TER,1937,0,1,CLUSTER-TYPE,0,7,3,2,1,1
675000,54,LAWTON ST,1579,0,1,DECKER,0,6,3,2,0,1
709000,17,GIBBS ST,2024,0,3,ROW-MIDDLE,0,8,3,2,0,0
289000,20,CHAPEL ST,779,0,0,HIGH-RISE,6,4,1,1,0,0
312300,257,WALNUT ST,1000,0,3,DECKER,0,5,2,1,0,0
425000,231,RAWSON RD,963,0,2,ROW-MIDDLE,0,4,2,1,0,0
452000,23,NETHERLANDS RD,1120,0,3,ROW-MIDDLE,0,6,3,1,0,0
488000,64,LINDEN ST,1421,0,1,DECKER,0,6,3,1,0,0
395000,1731,BEACON ST,974,1,13,HIGH-RISE,2,4,1,1,0,1
1015000,17,JAMES ST,2300,0,1,LOW-RISE,0,8,4,2,0,0
253000,20,CHAPEL ST,564,0,4,HIGH-RISE,6,3,1,1,0,0
1965000,201,FREEMAN ST,4163,0,1,OTHER,0,9,3,3,1,2
655000,80,PARK ST,2002,0,7,HIGH-RISE,4,6,3,2,0,1
275000,20,CHAPEL ST,783,0,0,HIGH-RISE,6,4,1,1,0,0
555000,20,CHAPEL ST,1132,0,6,HIGH-RISE,6,5,2,2,0,1
306000,47,MASON TER,712,0,3,LOW-RISE,0,4,1,1,0,0
352000,16,RICE ST,976,0,2,DECKER,0,6,3,1,0,0
655000,20,CHAPEL ST,1511,0,8,HIGH-RISE,6,4,2,2,0,1
665000,64,REGENT CIR,1909,0,1,CLUSTER-TYPE,0,6,2,2,1,1
545000,97,MASON TER,1540,0,3,LOW-RISE,0,5,2,1,0,0
1380000,39,WAVERLY ST,2730,0,1,CONVERTED-HOUSE,0,8,5,2,1,1
433000,99,MARION ST,918,0,3,LOW-RISE,0,4,2,1,0,0
322500,7,FRANKLIN ST,981,0,2,DECKER,0,6,3,1,0,0
681000,31,BOWKER ST,1750,0,2,DECKER,0,6,3,1,0,1
291500,205,KENT ST,684,0,4,LOW-RISE,2,3,1,1,0,0
377000,20,CHAPEL ST,791,0,2,HIGH-RISE,6,4,1,1,0,1
1100000,20,CHAPEL ST,2462,0,5,HIGH-RISE,6,8,4,4,0,2
375000,85,GLEN RD,1820,0,2,LOW-RISE,0,5,3,3,0,1
734000,20,CHAPEL ST,1515,0,6,HIGH-RISE,6,5,2,2,0,2
378000,1600,BEACON ST,748,1,6,HIGH-RISE,2,3,1,1,0,0
485000,12,GREENOUGH ST,1195,0,1,DECKER,0,5,2,1,0,1
348000,1575,BEACON ST,719,1,2,ROW-END,0,3,1,1,0,0
245000,12,DAVIS CT,568,0,2,DECKER,0,2,1,1,0,0
449000,77,POND AVE,1565,0,5,HIGH-RISE,5,5,2,2,0,1
360000,100,MARION ST,650,0,2,LOW-RISE,1,3,1,1,0,0
634900,112,SUMMIT AVE,1441,0,1,DECKER,0,7,3,1,1,1
340000,1731,BEACON ST,691,1,2,HIGH-RISE,2,4,1,1,0,1
399000,20,CHAPEL ST,764,0,5,HIGH-RISE,6,3,1,1,0,1
512000,65,PARK ST,1092,0,2,LOW-RISE,0,5,2,2,0,0
396000,34,GARRISON RD,840,0,1,ROW-END,0,4,1,1,0,0
415500,21,WARWICK RD,953,0,3,LOW-RISE,0,4,2,1,0,0
279000,1731,BEACON ST,947,1,2,HIGH-RISE,2,4,1,1,0,1
323000,10,JUNIPER ST,939,0,1,LOW-RISE,0,5,3,1,0,0
191000,20,CHAPEL ST,945,0,1,HIGH-RISE,6,5,2,1,0,1
642000,124,WINTHROP RD,1108,0,2,CONVERTED-HOUSE,0,5,2,2,1,1
335000,77,POND AVE,1265,0,3,HIGH-RISE,5,4,2,2,0,1
523750,15,FAIRBANKS ST,1165,0,1,CONVERTED-HOUSE,0,5,2,1,0,0
430000,99,CROWNINSHIELD RD,853,0,1,LOW-RISE,0,3,1,1,0,1
420000,9,PARK VALE,1299,0,1,LOW-RISE,0,5,3,2,0,0
393500,10,LANARK RD,1114,0,2,LOW-RISE,0,6,3,1,0,0
775000,1083,BEACON ST,1672,1,1,ROW-MIDDLE,0,6,3,2,1,0
405000,5,IRVING ST,1289,0,2,DECKER,0,5,2,1,1,0
549000,21,SEARLE AVE,1215,0,2,DECKER,0,6,3,1,0,0
507000,76,PARKMAN ST,1162,0,1,ROW-MIDDLE,0,6,2,1,0,0
650000,30,LONGWOOD AVE,1289,0,2,LOW-RISE,0,4,2,2,0,1
740000,1272,BEACON ST,2572,1,4,LOW-RISE,1,8,4,3,0,0
595000,50,WINCHESTER ST,1435,0,1,MID-RISE,1,6,3,2,0,1
840000,76,GREEN ST,1398,0,3,LOW-RISE,2,4,2,2,0,0
400000,51,GORHAM AVE,1210,0,1,LOW-RISE,0,6,2,1,0,0
631000,56,DWIGHT ST,1181,0,3,LOW-RISE,0,5,3,2,0,0
445000,131,SEWALL AVE,1312,0,4,MID-RISE,2,4,2,2,0,0
433000,20,CHAPEL ST,832,0,2,HIGH-RISE,6,4,1,4,0,1
653750,72,WALNUT ST,1600,0,1,LOW-RISE,0,6,3,2,1,0
463500,53,ACKERS AVE,1778,0,2,DECKER,0,6,4,2,0,0
525000,33,POND AVE,1780,0,12,HIGH-RISE,5,5,2,2,1,1.75
635000,4,BRADFORD TER,1604,0,2,LOW-RISE,0,6,3,1,1,0
949000,45,NAPLES RD,2125,0,1,DUPLEX,0,6,4,3,1,2
303000,34,WINCHESTER ST,778,0,3,LOW-RISE,0,3,1,1,0,0
1025000,70,PARK ST,2448,0,8,HIGH-RISE,4,6,3,3,0,1
355000,20,CHAPEL ST,1178,0,0,HIGH-RISE,6,5,2,1,0,0
392000,10,BRADFORD TER,1060,0,0,LOW-RISE,0,4,2,2,0,0
562500,629,HAMMOND ST,1168,0,3,LOW-RISE,2,5,2,2,0,1
504500,30,GIBBS ST,1121,0,3,LOW-RISE,0,4,1,1,0,0
570000,366,TAPPAN ST,1273,0,0,ROW-END,0,4,2,2,0,0
992818,74,GREEN ST,1589,0,3,LOW-RISE,2,5,3,2,1,2
720000,120,AMORY ST,1715,0,3,ROW-MIDDLE,0,8,3,2,0,0
480000,11,COLBOURNE CRES,1063,0,1,ROW-END,0,5,1,2,0,0
247500,33,WINSLOW RD,880,0,0,LOW-RISE,0,4,2,1,0,0
295000,128,BEACONSFIELD RD,615,0,1,LOW-RISE,0,3,1,1,0,0
420000,42,BROWNE ST,1107,0,3,LOW-RISE,0,6,2,1,0,0
360000,1407,BEACON ST,927,1,1,ROW-MIDDLE,0,3,1,1,0,0
750000,36,CLAFLIN RD,1611,0,2,ROW-END,0,6,3,2,0,0
430000,137,FREEMAN ST,958,0,2,ROW-END,0,4,2,1,0,1
421250,94,GRIGGS RD,1174,0,3,LOW-RISE,0,5,2,2,0,0
689500,323,ST PAUL ST,1596,0,3,ROW-MIDDLE,0,6,3,2,0,0
650000,50,LONGWOOD AVE,1187,0,3,HIGH-RISE,3,4,2,2,0,1
740000,259,CYPRESS ST,2398,0,1,CLUSTER-TYPE,0,6,2,3,1,1
282646,55,THATCHER ST,577,0,1,ROW-END,0,3,1,1,0,0
435000,14,BERKELEY CT,1000,0,2,DECKER,0,5,2,1,0,1
401000,20,CHAPEL ST,832,0,1,HIGH-RISE,6,4,1,1,1,1
174000,150,PLEASANT ST,1026,0,3,MID-RISE,1,4,2,1,0,1
720000,629,HAMMOND ST,1330,0,4,LOW-RISE,2,4,2,2,0,2
362500,40,BROWNE ST,818,0,2,LOW-RISE,0,5,1,1,0,0
402000,65,GLEN RD,1257,0,2,LOW-RISE,1,4,2,1,0,0
352000,1731,BEACON ST,925,1,1,HIGH-RISE,2,4,1,1,0,1
902750,31,WINTHROP RD,3085,0,2,CONVERTED-HOUSE,0,9,4,3,0,1
213000,44,WASHINGTON ST,500,0,8,HIGH-RISE,5,2,1,1,0,0
587500,14,EGMONT ST,1885,0,2,ROW-END,0,6,3,1,1,0
187500,44,WASHINGTON ST,500,0,11,HIGH-RISE,5,2,1,1,0,0
517500,47,HARVARD AVE,1284,0,3,LOW-RISE,0,5,2,2,0,1
970480,76,GREEN ST,1557,0,2,LOW-RISE,2,5,3,2,1,2
470000,1488,BEACON ST,1074,1,2,LOW-RISE,0,6,2,1,0,0
194861,20,CHAPEL ST,1176,0,0,HIGH-RISE,6,5,2,2,0,1
368000,24,SUMMIT AVE,906,0,1,LOW-RISE,0,5,2,1,0,0
485000,145,BABCOCK ST,1034,0,2,LOW-RISE,0,5,2,1,1,0
508000,45,HARVARD AVE,1195,0,1,LOW-RISE,0,5,2,2,0,2
285000,20,CHAPEL ST,751,0,0,HIGH-RISE,6,4,1,1,0,0
377000,81,FRANCIS ST,1120,0,3,LOW-RISE,0,6,2,1,0,0
639000,50,STANTON RD,1592,0,1,CONVERTED-HOUSE,0,5,2,2,1,1
640000,206,ASPINWALL AVE,850,0,1,DECKER,0,7,3,2,0,0
310000,20,CHAPEL ST,781,0,0,HIGH-RISE,6,4,1,1,0,0
670000,30,CUMBERLAND AVE,1237,0,1,LOW-RISE,1,4,2,2,0,0
283000,33,POND AVE,735,0,6,HIGH-RISE,5,3,1,1,0,1
1054000,42,DAVIS AVE,2048,0,1,DUPLEX,0,7,3,3,1,0
341500,31,WESTBOURNE TER,798,0,1,ROW-END,0,4,2,1,0,0
267000,15,UNIVERSITY RD,472,0,3,ROW-MIDDLE,1,3,1,1,0,0
327000,15,FRANCIS ST,670,0,1,LOW-RISE,1,3,1,1,0,0
540000,123,BEACONSFIELD RD,1506,0,1,CLUSTER-TYPE,0,6,2,1,1,1
770000,115,SEWALL AVE,2258,0,0,LOW-RISE,0,5,3,2,1,0
1365000,40,UNIVERSITY RD,2965,0,2,DECKER,0,6,3,3,1,0
1050000,751,WASHINGTON ST,3324,0,1,DECKER,0,7,4,2,1,2
349000,12,JAMES ST,917,0,1,LOW-RISE,0,4,1,1,0,0
475000,89,ST PAUL ST,1139,0,3,DECKER,0,4,2,2,0,0
868000,101,CROWNINSHIELD RD,1749,0,2,LOW-RISE,0,5,3,2,1,2
265000,119,WINTHROP RD,790,0,0,LOW-RISE,0,4,1,1,0,0
313000,16,HENRY ST,890,0,1,DECKER,0,5,2,2,0,0
630000,37,ENGLEWOOD AVE,1814,0,1,LOW-RISE,0,6,3,2,0,0
458000,20,CHAPEL ST,992,0,1,HIGH-RISE,6,5,2,1,0,1
561000,26,ALTON PL,1273,0,1,LOW-RISE,0,5,2,2,0,1
221000,20,CHAPEL ST,650,0,0,HIGH-RISE,6,4,1,1,0,1
499900,9,BERKELEY CT,1072,0,1,DECKER,0,7,3,2,0,1
337500,25,WESTBOURNE TER,748,0,3,LOW-RISE,0,4,2,1,0,0
300000,77,POND AVE,1260,0,7,HIGH-RISE,5,4,2,2,0,1
195000,44,WASHINGTON ST,500,0,4,HIGH-RISE,5,2,1,1,0,0
350000,20,CHAPEL ST,815,0,5,HIGH-RISE,6,4,1,1,0,0
305000,128,CHESTNUT ST,753,0,1,DECKER,0,4,2,1,0,0
730000,5,FULLER ST,2042,0,1,ROW-END,0,8,4,2,0,0
1105000,99,WINCHESTER ST,1866,0,1,LOW-RISE,1,5,3,2,1,2
550000,77,POND AVE,1570,0,2,HIGH-RISE,5,5,2,2,0,1
538000,29,GREEN ST,1381,0,1,ROW-MIDDLE,0,6,3,1,0,0
1170000,20,CHAPEL ST,2411,0,8,HIGH-RISE,6,7,3,3,1,2
636000,20,EGMONT ST,1885,0,3,ROW-MIDDLE,0,6,3,2,0,0
2000000,120,SEAVER ST,3344,0,2,LOW-RISE,1,7,2,2,1,2
459000,30,STANTON RD,1148,0,2,LOW-RISE,0,6,2,1,0,0
263000,798,HEATH ST,935,0,0,CONVERTED-HOUSE,0,4,2,1,0,0
407500,86,GRIGGS RD,1158,0,4,LOW-RISE,0,5,2,2,0,0
315000,47,MASON TER,698,0,2,LOW-RISE,0,3,1,1,0,0
310000,20,CHAPEL ST,931,0,0,HIGH-RISE,6,5,2,1,0,0
265000,1807,BEACON ST,578,1,1,ROW-MIDDLE,0,3,1,1,0,0
462000,125,PLEASANT ST,1085,0,4,MID-RISE,1,6,2,2,0,1
347000,5,FAIRBANKS ST,926,0,3,CONVERTED-HOUSE,0,4,2,1,0,0
368000,20,CHAPEL ST,747,0,5,HIGH-RISE,6,4,1,1,0,1
370000,61,PRINCE ST,927,0,2,DECKER,0,5,2,1,0,0
400000,13,LINDEN ST,987,0,2,LOW-RISE,0,5,2,1,0,0
1265000,115,SEWALL AVE,2553,0,2,LOW-RISE,0,6,4,2,1,1
530000,41,KENT ST,1333,0,2,DECKER,0,5,3,2,0,0
465000,99,POND AVE,1590,0,5,HIGH-RISE,5,6,3,2,0,1.75
415000,35,WHITE PL,915,0,2,DECKER,0,4,2,1,1,0
769300,76,SEWALL AVE,1467,0,1,CONVERTED-HOUSE,0,5,2,2,1,2
759000,36,CLAFLIN RD,1628,0,3,ROW-END,0,6,3,2,0,0
174000,150,PLEASANT ST,1046,0,5,MID-RISE,1,4,2,1,1,1
468000,20,CHAPEL ST,992,0,4,HIGH-RISE,6,5,2,1,0,1
116673,24,JUNIPER ST,638,0,0,LOW-RISE,0,4,1,1,0,0
480000,135,PLEASANT ST,1115,0,4,MID-RISE,1,6,2,2,0,1
116673,24,JUNIPER ST,638,0,2,LOW-RISE,0,4,1,1,0,0
439000,64,CYPRESS ST,1230,0,2,DECKER,0,5,2,1,1,0
576000,84,PLEASANT ST,1416,0,3,ROW-END,0,6,3,1,1,0
420000,131,FREEMAN ST,835,0,1,ROW-END,0,4,1,1,0,1
510000,629,HAMMOND ST,1160,0,1,LOW-RISE,2,5,2,2,0,1
417000,99,MARION ST,918,0,2,LOW-RISE,0,4,2,1,0,0
167000,50,LONGWOOD AVE,793,0,3,HIGH-RISE,3,3,1,1,0,1
575000,85,FRANCIS ST,1275,0,2,LOW-RISE,0,5,2,2,0,0
275000,38,WINCHESTER ST,660,0,1,LOW-RISE,0,3,1,1,0,0
379500,1490,BEACON ST,921,1,3,LOW-RISE,0,4,1,1,0,0
259000,13,GARRISON RD,692,0,0,ROW-MIDDLE,0,3,1,1,0,0
370000,765,BOYLSTON ST,1672,0,3,DECKER,0,6,3,2,0,0
375000,1731,BEACON ST,925,1,12,HIGH-RISE,2,4,1,1,0,1
585000,6,THAYER ST,1451,0,2,ROW-END,0,6,3,2,0,0
935000,63,SUMMIT AVE,1982,0,2,DECKER,0,8,3,2,1,0
475000,52,BABCOCK ST,964,0,2,LOW-RISE,0,4,2,1,0,1
525000,1691,BEACON ST,1290,1,3,ROW-MIDDLE,0,5,2,1,0,0
800000,76,GREEN ST,1339,0,2,LOW-RISE,2,4,2,2,0,2
462000,431,WASHINGTON ST,1338,0,1,LOW-RISE,0,5,2,1,0,0
461000,20,CHAPEL ST,992,0,2,HIGH-RISE,6,5,2,1,0,1
357500,1807,BEACON ST,1002,1,0,ROW-MIDDLE,0,4,2,1,0,0
359775,1731,BEACON ST,925,1,4,HIGH-RISE,2,4,1,1,0,1
416000,1600,BEACON ST,776,1,4,HIGH-RISE,2,3,1,1,0,1
253000,20,CHAPEL ST,564,0,3,HIGH-RISE,6,3,1,1,0,0
450000,104,WESTBOURNE TER,1414,0,1,DECKER,0,6,2,2,0,0
258000,20,CHAPEL ST,564,0,2,HIGH-RISE,6,3,1,1,0,0
635000,323,BOYLSTON ST,1522,0,3,MID-RISE,1,4,2,2,0,2
575000,84,PLEASANT ST,1416,0,2,ROW-END,0,6,3,1,1,0
587500,20,WEBSTER ST,1200,0,3,MID-RISE,2,4,2,2,0,1
550000,85,GLEN RD,1220,0,1,LOW-RISE,0,4,2,2,0,1
175000,592,WASHINGTON ST,495,0,3,LOW-RISE,0,3,1,1,0,0
400000,60,GLEN RD,804,0,2,LOW-RISE,1,4,1,1,0,0
315000,20,WEBSTER ST,540,0,2,MID-RISE,2,3,1,1,0,1
465000,1243,BEACON ST,1055,1,4,MID-RISE,2,6,2,2,0,1
1100000,135,MASON TER,2133,0,2,DECKER,0,7,3,2,1,0
310000,35,PARK ST,753,0,3,LOW-RISE,0,3,1,1,0,0
907500,188,WINCHESTER ST,2582,0,2,DECKER,0,7,3,2,0,1
220000,150,PLEASANT ST,1051,0,1,MID-RISE,1,4,2,1,1,1
940000,303,GODDARD AVE,2516,0,1,CLUSTER-TYPE,0,11,3,3,1,2
273000,20,CHAPEL ST,683,0,0,HIGH-RISE,6,4,1,1,0,0
285000,133,BEACONSFIELD RD,757,0,2,LOW-RISE,1,3,1,1,0,0
255000,19,WINCHESTER ST,698,0,8,HIGH-RISE,2,4,1,1,0,0
519000,3,UPLAND RD,1655,0,2,DECKER,0,7,4,2,0,0
500000,239,RAWSON RD,1237,0,3,ROW-MIDDLE,0,5,2,1,0,0
620000,25,MARION ST,1160,0,4,MID-RISE,1,4,2,2,0,2
230500,70,PARK ST,504,0,1,HIGH-RISE,4,2,1,1,0,0
270000,19,SHORT ST,518,0,2,LOW-RISE,0,3,1,1,0,0
350000,20,CHAPEL ST,1115,0,0,HIGH-RISE,6,5,2,2,0,0
667500,4,BRADFORD TER,1422,0,1,LOW-RISE,0,6,3,2,0,0
851000,1601,BEACON ST,1553,1,1,LOW-RISE,1,6,2,2,1,0
509000,323,TAPPAN ST,1243,0,3,LOW-RISE,0,5,2,2,0,0
850000,251,ST PAUL ST,2774,0,1,DUPLEX,0,9,6,2,0,1
1200000,99,WINCHESTER ST,2174,0,3,LOW-RISE,1,6,3,2,1,2
292500,150,BEACONSFIELD RD,585,0,2,LOW-RISE,0,3,1,1,0,0
265000,1731,BEACON ST,1009,1,1,HIGH-RISE,2,4,1,1,0,1
658500,50,LONGWOOD AVE,1218,0,8,HIGH-RISE,3,4,2,2,0,2
431000,114,ST PAUL ST,1158,0,2,LOW-RISE,0,5,2,1,0,0
429000,648,WASHINGTON ST,1101,0,2,LOW-RISE,0,5,2,1,0,0
174000,150,PLEASANT ST,951,0,3,MID-RISE,1,4,2,1,0,1
515000,80,BROWNE ST,1266,0,2,ROW-END,0,5,2,1,0,0
369000,15,MONMOUTH CT,850,0,1,LOW-RISE,0,4,1,1,0,0
479250,42,ST PAUL ST,1175,0,2,LOW-RISE,0,5,2,1,0,0
630000,26,JOHN ST,1538,0,3,ROW-MIDDLE,0,6,3,1,0,0
761000,89,PLEASANT ST,2067,0,2,ROW-MIDDLE,0,6,2,2,0,0
409000,96,ST PAUL ST,1335,0,3,LOW-RISE,0,7,3,2,0,0
415000,45,MASON TER,1039,0,1,LOW-RISE,0,4,2,1,0,0
860000,17,JAMES ST,2410,0,3,LOW-RISE,0,8,4,2,0,0
462000,90,PARK ST,1220,0,3,OTHER,0,3,1,1,1,0
247000,60,BABCOCK ST,509,0,7,HIGH-RISE,2,2,1,1,0,0
368000,15,WESTBOURNE TER,1176,0,3,LOW-RISE,0,6,2,1,0,0
860000,55,PARK ST,1555,0,1,LOW-RISE,1,5,3,2,0,2
505000,1487,BEACON ST,1082,1,2,ROW-MIDDLE,0,5,2,1,0,0
375000,16,ADDINGTON RD,1074,0,3,MID-RISE,1,4,2,2,0,0
293000,77,POND AVE,860,0,14,HIGH-RISE,5,3,1,1,0,1
585000,90,WESTBOURNE TER,1438,0,1,DECKER,0,7,3,2,0,0
445000,119,CROWNINSHIELD RD,1037,0,1,LOW-RISE,0,3,1,1,0,1
397000,16,ADDINGTON RD,932,0,3,MID-RISE,1,4,2,2,0,0
605000,110,CYPRESS ST,1485,0,2,LOW-RISE,1,5,2,2,0,2
589000,6,LANARK RD,1630,0,3,LOW-RISE,0,5,2,1,1,0
560000,15,DAVIS AVE,1622,0,2,LOW-RISE,0,6,2,1,0,0
275500,246,CYPRESS ST,624,0,1,DUPLEX,0,4,2,1,0,0
950000,62,PARKMAN ST,2061,0,3,ROW-MIDDLE,0,8,3,2,0,0
752000,31,VERNDALE ST,1197,0,1,DECKER,0,7,3,2,1,0
1110000,293,GODDARD AVE,3154,0,1,CLUSTER-TYPE,0,7,4,3,1,2
1125000,106,BROOK ST,1437,0,2,DECKER,0,7,3,2,0,0
240000,3,ENGLEWOOD AVE,668,0,0,LOW-RISE,0,3,1,1,0,0
599000,122,DAVIS AVE,1345,0,1,DECKER,0,6,3,1,0,0
525000,64,ASPINWALL AVE,1403,0,2,LOW-RISE,0,7,4,1,1,0
266300,33,POND AVE,735,0,12,HIGH-RISE,5,3,1,1,0,1
140000,1038,BEACON ST,345,1,3,LOW-RISE,1,2,1,1,0,0
402500,551,BROOKLINE AVE,1178,0,3,LOW-RISE,0,6,2,1,0,0
386300,52,BABCOCK ST,964,0,3,LOW-RISE,0,4,2,1,0,0
753000,5,ADAMS ST,2000,0,1,DUPLEX,0,6,3,2,1,0
342000,7,LEVERETT ST,832,0,2,DECKER,0,5,2,1,0,0
632000,19,PERRY ST,800,0,1,ROW-END,0,6,3,2,1,0
1400000,25,MARION ST,2660,0,5,MID-RISE,1,6,2,2,1,4
318000,33,POND AVE,825,0,11,HIGH-RISE,5,3,1,1,0,1
540000,1600,BEACON ST,950,1,8,HIGH-RISE,2,4,2,2,0,1
780000,11,WAVERLY ST,1764,0,1,CONVERTED-HOUSE,0,6,2,2,0,1
463000,1896,BEACON ST,1240,1,3,ROW-MIDDLE,0,6,3,1,0,0
620000,9,YORK TER,1537,0,2,DECKER,0,7,3,1,0,1
555000,227,SUMMIT AVE,1121,0,2,LOW-RISE,1,4,1,2,0,0
480000,104,SEWALL AVE,1108,0,1,LOW-RISE,0,4,2,1,0,0
685000,109,BEACONSFIELD RD,1837,0,1,CLUSTER-TYPE,0,7,3,2,1,1
380000,40,STETSON ST,786,0,2,LOW-RISE,0,6,2,1,0,0
885000,67,WINTHROP RD,2162,0,1,DECKER,0,10,4,3,1,1
1050000,20,MARSHAL ST,2274,0,2,LOW-RISE,0,7,3,2,1,0
312000,183,KENT ST,633,0,1,LOW-RISE,0,4,2,1,0,0
832000,92,HARVARD AVE,887,0,1,ROW-MIDDLE,0,7,2,2,1,0
300000,139,BEACONSFIELD RD,970,0,0,LOW-RISE,0,5,2,1,0,0
749000,76,KENT ST,1703,0,2,LOW-RISE,0,5,3,2,0,2
274000,1600,BEACON ST,652,1,1,HIGH-RISE,2,3,1,1,0,0
295000,15,GREEN ST,636,0,3,LOW-RISE,0,3,1,1,0,0
650000,629,HAMMOND ST,1347,0,4,LOW-RISE,2,5,2,2,0,2
368000,246,CYPRESS ST,1188,0,2,DUPLEX,0,5,2,2,0,0
397900,20,CAMERON ST,1088,0,3,LOW-RISE,0,4,2,2,0,0
360000,1600,BEACON ST,737,1,2,HIGH-RISE,2,3,1,1,0,0
439000,17,SHORT ST,986,0,1,LOW-RISE,0,5,2,1,0,0
216000,13,GARRISON RD,450,0,2,ROW-MIDDLE,0,3,1,1,0,0
585000,115,UNIVERSITY RD,1573,0,1,DECKER,0,5,2,1,0,1
365000,1742,BEACON ST,840,1,2,ROW-END,0,4,2,1,0,0
555000,311,TAPPAN ST,1356,0,3,LOW-RISE,0,5,2,2,0,0
