price,stNumber,stName,size,beacon,baseFloor,buildingStyle,elevators,rooms,bedrooms,fullBathrooms,halfBathrooms,garage
590000,14,CLAFLIN RD,1505,0,2,ROW-MIDDLE,0,5,2,1,1,0
508000,20,WEBSTER ST,950,0,4,MID-RISE,2,4,2,2,0,1
680000,94,CHESTNUT ST,1503,0,1,DUPLEX,0,5,3,2,1,1
635000,98,BROOK ST,1307,0,1,DUPLEX,0,6,3,2,0,0
630000,629,HAMMOND ST,1277,0,3,LOW-RISE,2,5,2,2,0,3
650000,1038,BEACON ST,1505,1,4,LOW-RISE,1,6,3,2,0,0
385000,33,POND AVE,1005,0,4,HIGH-RISE,5,4,2,2,0,1
550000,27,VERNDALE ST,1284,0,1,DECKER,0,4,2,2,0,0
575000,1731,BEACON ST,1218,1,7,HIGH-RISE,2,5,2,2,0,1
460000,73,GARDNER RD,2192,0,1,DECKER,0,7,3,2,1,0
340000,25,MARION ST,1150,0,4,MID-RISE,1,4,2,2,0,1
975000,20,WEBSTER ST,1600,0,2,MID-RISE,2,5,2,2,0,2
422500,741,HEATH ST,1082,0,1,DECKER,0,5,3,1,1,0
572500,41,CENTRE ST,1192,0,4,LOW-RISE,1,5,2,2,0,0
465000,111,BROWNE ST,1255,0,2,DECKER,0,7,3,1,0,0
414000,809,HEATH ST,1213,0,1,DECKER,0,5,2,1,1,0
900000,40,OAKLAND RD,2199,0,2,DECKER,0,8,3,3,0,1
483500,1038,BEACON ST,1152,1,2,LOW-RISE,1,4,2,1,0,0
420000,39,KENT ST,1180,0,3,LOW-RISE,0,5,3,1,0,0
442000,16,ADDINGTON RD,1063,0,5,MID-RISE,1,4,2,2,0,0
278500,1450,BEACON ST,573,1,2,HIGH-RISE,4,3,1,1,0,0
359000,60,LONGWOOD AVE,950,0,6,HIGH-RISE,3,3,1,1,1,1
405000,31,HARRIS ST,1000,0,3,MID-RISE,1,4,2,2,0,1
1100000,2,ST PAUL ST,1804,0,5,MID-RISE,2,5,3,2,0,2
730000,285,TAPPAN ST,2400,0,2,ROW-END,0,7,4,2,0,0
422000,1600,BEACON ST,737,1,7,HIGH-RISE,2,3,1,1,0,1
470000,235,FREEMAN ST,1015,0,3,LOW-RISE,0,5,2,1,0,0
525000,115,WALNUT ST,1206,0,1,DECKER,0,5,3,1,1,0
227500,1575,BEACON ST,547,1,0,ROW-END,0,2,0,1,0,0
465000,1731,BEACON ST,1366,1,1,HIGH-RISE,2,5,2,2,1,1
390000,96,BROOK ST,874,0,3,ROW-END,0,4,2,1,0,0
470000,1600,BEACON ST,956,1,6,HIGH-RISE,2,4,2,2,0,0
336000,17,GARRISON RD,915,0,1,ROW-MIDDLE,0,3,1,1,0,0
780000,249,CYPRESS ST,2455,0,1,CLUSTER-TYPE,0,7,2,3,1,1
665000,10,BRADFORD TER,1365,0,1,LOW-RISE,0,6,3,2,0,0
462000,21,PARKMAN ST,1075,0,2,ROW-MIDDLE,0,4,2,1,0,0
1020000,195,ST PAUL ST,2680,0,3,LOW-RISE,2,8,4,3,0,0
299000,1575,BEACON ST,666,1,1,ROW-END,0,3,1,1,0,0
237000,19,WINCHESTER ST,672,0,5,HIGH-RISE,2,4,1,1,0,0
765000,1600,BEACON ST,1099,1,5,HIGH-RISE,2,4,2,2,0,18
480000,135,PLEASANT ST,1007,0,6,MID-RISE,1,5,2,2,0,1
1110000,287,KENT ST,2280,0,3,CONVERTED-HOUSE,0,6,3,2,0,1
379500,1492,BEACON ST,922,1,1,LOW-RISE,0,5,1,1,0,0
174000,150,PLEASANT ST,1022,0,2,MID-RISE,1,4,2,1,0,1
390000,50,GREEN ST,1046,0,4,LOW-RISE,1,4,2,2,0,0
1750000,543,BOYLSTON ST,3739,0,1,CONVERTED-HOUSE,0,7,4,4,1,2
314000,60,BABCOCK ST,768,0,5,HIGH-RISE,2,4,1,1,0,0
312000,1450,BEACON ST,700,1,1,HIGH-RISE,4,3,1,1,0,0
423150,42,STANTON RD,1128,0,2,LOW-RISE,0,5,2,1,0,0
615000,57,HARVARD AVE,1327,0,3,LOW-RISE,0,5,2,2,0,1
1537500,1160,BEACON ST,2412,1,3,LOW-RISE,1,6,3,2,1,2
655000,323,BOYLSTON ST,1600,0,1,MID-RISE,1,4,2,2,0,2
123091,24,JUNIPER ST,638,0,2,LOW-RISE,0,4,1,1,0,0
290000,133,BEACONSFIELD RD,712,0,3,LOW-RISE,1,4,2,1,0,0
470000,77,POND AVE,1260,0,10,HIGH-RISE,5,4,2,2,0,1.75
285000,136,BEACONSFIELD RD,615,0,3,LOW-RISE,0,3,1,1,0,0
1115000,201,FREEMAN ST,2422,0,1,OTHER,0,6,3,3,1,2
290000,89,MASON TER,1120,0,0,LOW-RISE,0,6,3,2,0,0
391500,1450,BEACON ST,970,1,2,HIGH-RISE,4,4,2,1,0,0
818000,1601,BEACON ST,1553,1,2,LOW-RISE,1,6,2,2,1,0
363000,231,WASHINGTON ST,890,0,3,LOW-RISE,0,5,2,1,0,0
473750,94,MARION ST,1199,0,3,LOW-RISE,0,5,2,2,0,0
1149000,34,BROOK ST,2203,0,1,DUPLEX,0,8,5,3,1,0
820000,88,BEALS ST,1685,0,1,DECKER,0,8,4,3,0,1
535000,629,HAMMOND ST,1186,0,1,LOW-RISE,2,4,2,2,0,2
305000,725,HAMMOND ST,1172,0,1,CLUSTER-TYPE,0,4,2,1,1,0
630000,11,UNIVERSITY RD,1547,0,3,ROW-MIDDLE,0,7,4,2,0,0
635000,4,BRADFORD TER,1367,0,1,LOW-RISE,0,6,3,1,1,0
680000,50,LONGWOOD AVE,1150,0,4,HIGH-RISE,3,4,2,2,0,1
415000,17,REGENT CIR,1140,0,3,LOW-RISE,0,4,2,1,0,0
395000,30,KILSYTH RD,987,0,2,LOW-RISE,0,4,2,1,0,0
400000,4,GRIGGS RD,838,0,1,DECKER,0,4,1,1,0,0
1200000,201,FREEMAN ST,3715,0,1,OTHER,0,6,3,3,1,2
709000,110,CYPRESS ST,1108,0,1,LOW-RISE,1,6,2,2,0,2
310000,60,GLEN RD,734,0,0,LOW-RISE,1,3,1,1,0,0
271000,1742,BEACON ST,927,1,0,ROW-END,0,3,1,1,0,0
121000,185,PLEASANT ST,590,0,0,ROW-END,0,2,1,1,0,0
260000,59,ST PAUL ST,530,0,1,LOW-RISE,0,3,1,1,0,0
369000,60,LONGWOOD AVE,826,0,6,HIGH-RISE,3,3,1,1,0,1
220000,45,LONGWOOD AVE,361,0,7,MID-RISE,2,3,1,1,0,0
325000,98,ST PAUL ST,810,0,3,LOW-RISE,0,4,1,1,0,0
479000,66,MARSHAL ST,983,0,1,ROW-MIDDLE,0,4,2,1,0,0
190000,70,PARK ST,407,0,1,HIGH-RISE,4,1,1,1,0,1
650000,11,LINDEN PL,1471,0,1,DECKER,0,5,3,1,1,0
543500,1584,BEACON ST,1440,1,2,ROW-MIDDLE,0,6,3,2,0,0
472875,7,VERNDALE ST,1042,0,1,LOW-RISE,0,6,3,1,0,0
348000,19,HAMILTON RD,965,0,1,LOW-RISE,0,4,1,1,0,0
358000,216,ST PAUL ST,813,0,5,MID-RISE,1,3,1,1,0,1
278500,126,PARK ST,785,0,1,ROW-END,0,4,2,1,0,0
855000,56,BROWNE ST,2173,0,1,LOW-RISE,0,8,4,2,1,0
358000,9,COREY RD,828,0,2,LOW-RISE,1,4,2,1,0,0
361000,99,POND AVE,1005,0,9,HIGH-RISE,5,4,2,2,0,1
248000,10,JUNIPER ST,759,0,3,LOW-RISE,0,5,2,1,0,0
352500,111,CENTRE ST,1851,0,1,CLUSTER-TYPE,0,5,3,2,0,1
520000,57,ALTON PL,1610,0,3,LOW-RISE,0,6,3,1,0,0
544000,15,FAIRBANKS ST,1183,0,2,CONVERTED-HOUSE,0,5,2,1,0,0
303000,31,WINSLOW RD,785,0,2,LOW-RISE,0,4,2,1,0,0
697500,17,GIBBS ST,1888,0,1,ROW-MIDDLE,0,6,2,2,0,0
439000,115,CROWNINSHIELD RD,967,0,1,LOW-RISE,0,3,1,1,0,1
1325000,201,FREEMAN ST,2980,0,1,OTHER,0,7,3,2,1,2
391000,10,LANARK RD,1114,0,3,LOW-RISE,0,6,2,1,0,0
642600,101,WINTHROP RD,1668,0,2,ROW-END,0,6,3,2,0,0
1020000,125,CROWNINSHIELD RD,2163,0,2,LOW-RISE,0,5,3,2,1,2
648850,147,LONGWOOD AVE,1300,0,1,ROW-END,0,5,2,2,0,0
504149,26,PARKMAN ST,1053,0,3,LOW-RISE,0,5,2,2,0,2
235000,126,PARK ST,590,0,1,ROW-END,0,3,1,1,0,0
455000,216,ST PAUL ST,1185,0,4,MID-RISE,1,5,2,2,0,1
320000,275,CYPRESS ST,596,0,1,LOW-RISE,0,3,1,1,0,0
435000,341,TAPPAN ST,1083,0,3,LOW-RISE,0,5,2,1,0,0
350000,140,FULLER ST,775,0,1,ROW-MIDDLE,0,4,1,1,0,0
715000,629,HAMMOND ST,1532,0,2,LOW-RISE,2,5,2,2,0,2
300000,16,ADDINGTON RD,646,0,4,MID-RISE,1,3,1,1,0,0
425000,51,GORHAM AVE,1270,0,2,LOW-RISE,0,6,3,1,0,0
1115000,201,FREEMAN ST,2419,0,1,OTHER,0,6,3,3,1,2
345000,73,PARKMAN ST,860,0,1,ROW-MIDDLE,0,3,1,1,0,0
660000,201,WINCHESTER ST,1850,0,2,DECKER,0,7,3,1,0,1
300000,275,CYPRESS ST,659,0,2,LOW-RISE,0,3,1,1,0,0
280000,197,KENT ST,795,0,1,LOW-RISE,2,4,2,1,0,0
485000,185,DAVIS AVE,1418,0,4,LOW-RISE,0,5,3,2,0,0
300000,19,WINCHESTER ST,698,0,4,HIGH-RISE,2,3,1,1,0,1
292000,197,KENT ST,684,0,4,LOW-RISE,2,3,1,1,0,0
388000,1731,BEACON ST,1366,1,1,HIGH-RISE,2,5,2,2,1,1
704000,24,JOHN ST,1615,0,2,ROW-MIDDLE,0,6,3,2,0,0
322000,90,NAPLES RD,775,0,1,ROW-MIDDLE,0,3,1,1,0,0
506900,15,PARK VALE,1290,0,3,LOW-RISE,0,6,3,1,0,0
490000,110,CYPRESS ST,982,0,3,LOW-RISE,1,4,2,1,0,2
327500,1731,BEACON ST,682,1,4,HIGH-RISE,2,4,1,1,0,1
423000,648,WASHINGTON ST,1094,0,4,LOW-RISE,0,5,2,1,0,0
390000,1731,BEACON ST,925,1,8,HIGH-RISE,2,4,1,1,0,1
639000,43,DAVIS AVE,1824,0,2,DECKER,0,7,4,1,0,1
1035000,40,UNIVERSITY RD,1682,0,1,DECKER,0,5,2,3,1,0
349000,336,TAPPAN ST,785,0,2,ROW-MIDDLE,0,3,1,2,0,0
342500,1450,BEACON ST,705,1,8,HIGH-RISE,4,3,1,1,0,0
516000,49,HARVARD AVE,1244,0,3,LOW-RISE,0,5,2,2,0,1
325000,3,FULLER ST,828,0,1,ROW-MIDDLE,0,4,1,1,0,0
600000,1757,BEACON ST,1882,1,3,ROW-MIDDLE,0,5,3,2,1,0
495000,108,ST PAUL ST,1130,0,2,LOW-RISE,0,5,2,1,0,0
315000,59,HARVARD AVE,680,0,0,LOW-RISE,0,3,1,2,0,0
235000,97,MASON TER,530,0,0,LOW-RISE,0,3,1,1,0,0
350000,54,BABCOCK ST,820,0,1,LOW-RISE,0,4,2,1,0,0
415000,28,JAMES ST,863,0,0,LOW-RISE,0,4,2,1,0,0
667000,23,HARVARD AVE,1726,0,1,CONVERTED-HOUSE,0,4,2,2,1,0
616000,146,WINTHROP RD,1581,0,1,CONVERTED-HOUSE,0,6,2,2,1,1
517000,54,DWIGHT ST,1130,0,3,LOW-RISE,0,5,3,2,0,0
267000,77,POND AVE,720,0,9,HIGH-RISE,5,3,1,1,0,1
591000,1857,BEACON ST,1267,1,1,ROW-MIDDLE,0,6,2,2,0,0
565000,110,CYPRESS ST,1262,0,4,LOW-RISE,1,5,2,2,0,2
209000,38,WINCHESTER ST,447,0,3,LOW-RISE,0,3,1,1,0,0
335000,45,MASON TER,770,0,2,LOW-RISE,0,4,1,1,0,0
227000,39,ST PAUL ST,520,0,0,LOW-RISE,0,3,1,1,0,0
1150000,531,BOYLSTON ST,2252,0,1,CLUSTER-TYPE,0,6,3,2,1,2
994000,69,MEADOWBROOK RD,2471,0,1,CLUSTER-TYPE,0,8,4,3,1,2
1100000,201,FREEMAN ST,3245,0,1,OTHER,0,6,3,2,1,2
910000,14,MARSHAL ST,1988,0,3,ROW-MIDDLE,0,7,3,2,0,0
645000,30,DEAN RD,1226,0,3,LOW-RISE,0,5,2,2,0,2
375000,58,PLEASANT ST,828,0,1,ROW-END,0,5,2,1,0,0
515500,101,FRANKLIN ST,1213,0,2,DECKER,0,5,2,2,0,0
310000,99,POND AVE,870,0,2,HIGH-RISE,5,3,1,1,0,1
195000,8,JUNIPER ST,468,0,0,LOW-RISE,0,2,1,1,0,0
440000,47,HARVARD AVE,940,0,3,LOW-RISE,0,4,2,1,0,0
309000,1450,BEACON ST,713,1,6,HIGH-RISE,4,3,1,1,0,0
631626,145,UNIVERSITY RD,1771,0,2,DECKER,0,6,3,1,1,1
391000,1450,BEACON ST,929,1,6,HIGH-RISE,4,4,2,1,0,0
775000,1038,BEACON ST,1645,1,2,LOW-RISE,1,6,3,2,0,0
980000,25,THATCHER ST,2230,0,3,ROW-END,0,7,4,2,0,0
795000,629,HAMMOND ST,1724,0,2,LOW-RISE,2,5,2,2,0,2
312000,71,PARK ST,790,0,1,LOW-RISE,0,4,1,1,0,0
725000,20,WEBSTER ST,1165,0,7,MID-RISE,2,4,2,2,0,1
415000,143,BABCOCK ST,944,0,1,ROW-MIDDLE,0,6,2,1,0,0
316000,133,BEACONSFIELD RD,712,0,3,LOW-RISE,1,4,2,1,0,0
340000,44,WASHINGTON ST,1025,0,9,HIGH-RISE,5,4,2,2,0,1
359000,66,MARSHAL ST,983,0,2,ROW-MIDDLE,0,4,2,1,0,0
492500,150,ST PAUL ST,892,0,4,LOW-RISE,1,4,2,1,1,1
200000,1742,BEACON ST,431,1,0,ROW-END,0,2,1,1,0,0
772500,20,CHAPEL ST,1515,0,7,HIGH-RISE,6,6,2,2,0,2
518700,185,HIGH ST,1230,0,3,LOW-RISE,2,4,2,2,0,1
520000,26,WHITE PL,1380,0,1,CLUSTER-TYPE,0,6,2,1,1,0
200000,44,WASHINGTON ST,500,0,2,HIGH-RISE,5,2,1,1,0,0
583200,4,PARK ST,1410,0,2,ROW-END,0,5,2,1,0,0
440000,1731,BEACON ST,947,1,12,HIGH-RISE,2,4,1,1,0,1
320000,36,BROWNE ST,1105,0,3,LOW-RISE,0,6,2,1,0,0
118000,33,POND AVE,780,0,10,HIGH-RISE,5,3,1,1,0,1
672000,73,GARDNER RD,3280,0,2,DECKER,0,7,3,3,0,0
395000,20,CAMERON ST,1088,0,2,LOW-RISE,0,4,2,2,0,0
365000,16,ADDINGTON RD,932,0,2,MID-RISE,1,4,2,2,0,0
560000,15,CLAFLIN RD,1380,0,2,ROW-MIDDLE,0,6,3,1,1,0
763000,45,LONGWOOD AVE,1800,0,9,MID-RISE,2,6,3,2,0,0
266250,36,WINCHESTER ST,660,0,1,LOW-RISE,0,3,1,1,0,0
680000,70,PARK ST,1580,0,2,HIGH-RISE,4,5,2,2,0,2
500000,33,ASPINWALL AVE,796,0,1,DECKER,0,10,4,3,0,0
1015000,151,LONGWOOD AVE,1457,0,1,ROW-END,0,8,4,2,0,0
208350,630,HAMMOND ST,1088,0,1,LOW-RISE,1,5,2,2,0,1
529000,41,CENTRE ST,1261,0,3,LOW-RISE,1,4,2,2,0,0
468000,17,PARK VALE,1092,0,1,LOW-RISE,0,5,2,1,0,0
499000,108,SEWALL AVE,1212,0,2,LOW-RISE,0,5,2,1,0,0
432500,16,ADDINGTON RD,1074,0,4,MID-RISE,1,4,2,2,0,0
615000,489,BOYLSTON ST,1975,0,1,ROW-MIDDLE,0,8,3,2,0,0
358000,103,SEWALL AVE,671,0,1,CONVERTED-HOUSE,0,3,1,1,1,0
486000,630,WASHINGTON ST,860,0,1,LOW-RISE,0,4,2,1,1,1
628000,25,MARION ST,1105,0,3,MID-RISE,1,4,2,2,0,1
270000,119,PARK ST,434,0,3,LOW-RISE,0,3,1,1,0,0
705000,629,HAMMOND ST,1490,0,3,LOW-RISE,2,5,2,2,0,2
430000,26,HOLLY LN,1122,0,1,LOW-RISE,1,6,2,2,0,1
283500,1742,BEACON ST,513,1,1,ROW-END,0,3,1,1,0,0
527000,629,HAMMOND ST,1164,0,3,LOW-RISE,2,4,2,2,0,2
500000,11,REGENT CIR,1043,0,4,ROW-MIDDLE,0,4,2,1,0,0
461000,20,CHAPEL ST,945,0,2,HIGH-RISE,6,5,2,1,0,1
469000,816,WASHINGTON ST,1185,0,2,CONVERTED-HOUSE,0,5,2,1,0,0
528000,126,PARK ST,1460,0,3,ROW-END,0,7,3,2,0,0
405000,92,MARION ST,992,0,2,LOW-RISE,0,4,1,1,0,0
465000,116,UNIVERSITY RD,1343,0,2,ROW-MIDDLE,0,7,3,1,0,0
695000,55,STATION ST,1236,0,4,LOW-RISE,1,4,2,2,0,2
865000,104,PLEASANT ST,2215,0,3,ROW-END,0,7,4,2,0,1
1125000,106,BROOK ST,872,0,1,DECKER,0,4,2,1,1,0
750000,1244,BEACON ST,1768,1,3,ROW-MIDDLE,0,6,3,2,0,0
912000,104,BABCOCK ST,2525,0,2,CONVERTED-HOUSE,1,7,3,2,1,1
295000,77,POND AVE,860,0,5,HIGH-RISE,5,3,1,1,0,1
1543750,55,PARK ST,2355,0,4,LOW-RISE,1,7,4,3,0,2
434000,80,FRANCIS ST,1097,0,1,LOW-RISE,0,5,2,1,0,0
435000,2,EUSTON ST,1086,0,2,ROW-END,0,5,2,1,0,0
266000,30,KILSYTH RD,554,0,2,LOW-RISE,0,3,1,1,0,0
980000,227,SUMMIT AVE,1889,0,1,LOW-RISE,1,6,3,2,1,1
300000,33,POND AVE,870,0,6,HIGH-RISE,5,3,1,1,0,1
775000,30,LONGWOOD AVE,1333,0,2,LOW-RISE,0,6,2,2,0,2
385000,1731,BEACON ST,925,1,1,HIGH-RISE,2,4,1,1,0,1
526000,41,PARK ST,1163,0,4,LOW-RISE,1,4,2,2,0,0
113785,6,JUNIPER ST,538,0,0,LOW-RISE,0,3,1,1,0,0
385000,33,POND AVE,1050,0,2,HIGH-RISE,5,4,2,2,0,1
600000,66,WINCHESTER ST,1198,0,4,MID-RISE,1,4,2,2,0,1
444000,415,WASHINGTON ST,1215,0,1,LOW-RISE,0,5,2,1,0,0
640000,26,EGMONT ST,1885,0,2,ROW-END,0,6,3,2,0,0
690000,344,TAPPAN ST,1216,0,1,ROW-END,0,5,3,2,1,0
512000,3,AUBURN CT,1122,0,2,LOW-RISE,0,6,3,1,0,0
358000,19,WINCHESTER ST,698,0,5,HIGH-RISE,2,4,1,1,0,1
419000,1450,BEACON ST,968,1,3,HIGH-RISE,4,4,2,1,0,0
439000,115,FREEMAN ST,990,0,2,ROW-END,0,4,2,1,0,1
513000,1600,BEACON ST,961,1,3,HIGH-RISE,2,4,2,2,0,1
369000,31,ENGLEWOOD AVE,792,0,1,LOW-RISE,0,5,2,1,0,0
312500,126,AMORY ST,805,0,0,ROW-MIDDLE,0,3,1,1,0,0
510000,99,POND AVE,1590,0,3,HIGH-RISE,5,5,3,2,0,1.75
549000,465,WASHINGTON ST,1250,0,3,LOW-RISE,0,6,3,1,0,0
380000,1600,BEACON ST,748,1,2,HIGH-RISE,2,3,1,1,0,0
436000,1493,BEACON ST,841,1,2,ROW-MIDDLE,0,4,2,1,0,0
490000,231,FREEMAN ST,1005,0,3,LOW-RISE,0,5,2,1,0,0
645000,315,ST PAUL ST,1833,0,2,ROW-END,0,7,3,2,0,0
285000,99,POND AVE,870,0,2,HIGH-RISE,5,3,1,1,0,1
442500,22,HOMER ST,1197,0,2,LOW-RISE,0,6,2,1,0,0
399180,20,CAMERON ST,1090,0,1,LOW-RISE,0,4,2,2,0,0
155000,153,FULLER ST,395,0,0,ROW-END,0,2,1,1,0,0
644900,110,CYPRESS ST,1462,0,2,LOW-RISE,1,6,3,2,0,2
1110000,1160,BEACON ST,1742,1,1,LOW-RISE,1,5,2,2,1,2
460000,16,ADDINGTON RD,1074,0,4,MID-RISE,1,4,2,2,0,0
599000,207,MASON TER,1320,0,1,DECKER,0,6,3,1,0,1
358500,126,BROWNE ST,672,0,2,CONVERTED-HOUSE,0,4,2,1,0,0
399000,20,CHAPEL ST,742,0,4,HIGH-RISE,6,3,1,1,0,1
740000,75,WINCHESTER ST,1630,0,3,LOW-RISE,1,4,2,2,1,2
339750,33,ASPINWALL AVE,812,0,1,DECKER,0,4,2,1,0,0
1025000,565,BOYLSTON ST,2781,0,1,CONVERTED-HOUSE,0,8,4,2,1,2
243750,44,WASHINGTON ST,710,0,6,HIGH-RISE,5,3,1,1,0,1
355000,77,POND AVE,1260,0,4,HIGH-RISE,5,4,2,2,0,1
559000,465,WASHINGTON ST,1250,0,3,LOW-RISE,0,6,3,1,0,0
899000,1199,BEACON ST,2103,1,2,LOW-RISE,0,7,4,2,0,0
319000,37,ST PAUL ST,850,0,0,LOW-RISE,0,5,2,1,0,0
517000,216,ST PAUL ST,1185,0,1,MID-RISE,1,4,2,2,0,1
375000,45,LONGWOOD AVE,924,0,5,MID-RISE,2,3,1,1,0,0
385000,33,POND AVE,1300,0,7,HIGH-RISE,5,4,2,2,0,1
385000,99,PERRY ST,1078,0,2,LOW-RISE,0,4,2,1,0,0
313000,334,TAPPAN ST,720,0,1,ROW-MIDDLE,0,3,1,2,0,0
165000,205,KENT ST,477,0,0,LOW-RISE,2,2,1,1,0,0
460000,12,JAMES ST,1018,0,3,LOW-RISE,0,4,2,1,0,0
282000,22,CHESTNUT PL,754,0,1,MID-RISE,2,3,1,1,1,0
545000,1600,BEACON ST,950,1,7,HIGH-RISE,2,4,2,2,0,1
285000,197,KENT ST,795,0,0,LOW-RISE,2,4,2,1,0,0
335000,60,BABCOCK ST,660,0,2,HIGH-RISE,2,3,1,1,0,0
930000,67,MEADOWBROOK RD,2007,0,1,CLUSTER-TYPE,0,9,3,2,1,2
422000,137,BEACONSFIELD RD,1105,0,3,LOW-RISE,0,4,2,1,0,0
412000,60,LONGWOOD AVE,976,0,2,HIGH-RISE,3,3,1,1,1,1
340000,30,ST PAUL ST,713,0,2,LOW-RISE,0,4,2,1,0,0
340000,19,WESTBOURNE TER,998,0,1,LOW-RISE,0,4,2,1,1,0
215000,40,WINCHESTER ST,447,0,1,LOW-RISE,0,3,1,1,0,0
417000,40,BROWNE ST,1072,0,3,LOW-RISE,0,6,2,1,0,0
241000,33,POND AVE,725,0,4,HIGH-RISE,5,3,1,1,0,1
425000,17,MONMOUTH CT,1128,0,1,LOW-RISE,0,5,2,1,0,0
579000,50,LONGWOOD AVE,1157,0,7,HIGH-RISE,3,4,2,2,0,1
383000,15,MONMOUTH CT,850,0,1,LOW-RISE,0,3,1,1,0,0
324000,340,TAPPAN ST,825,0,1,ROW-MIDDLE,0,4,1,1,0,0
1150000,60,POWELL ST,3098,0,1,CONVERTED-HOUSE,0,6,3,2,1,0
200000,34,WINCHESTER ST,410,0,3,LOW-RISE,0,2,1,1,0,0
380000,36,DWIGHT ST,897,0,1,LOW-RISE,0,4,2,1,0,0
595000,119,WINTHROP RD,1600,0,2,LOW-RISE,0,8,4,2,0,1
362000,99,POND AVE,1300,0,5,HIGH-RISE,5,4,2,2,0,2
306000,50,LONGWOOD AVE,835,0,3,HIGH-RISE,3,3,1,1,0,0
690000,629,HAMMOND ST,1534,0,1,LOW-RISE,2,5,2,2,0,2
325163,294,WALNUT ST,850,0,2,CONVERTED-HOUSE,0,3,1,1,0,0
349000,15,FRANCIS ST,684,0,4,LOW-RISE,1,3,1,1,0,1
461000,116,UNIVERSITY RD,1343,0,3,ROW-MIDDLE,0,7,3,1,0,0
1145000,51,SEWALL AVE,2894,0,2,DECKER,0,7,4,3,1,0
525000,43,RUSSELL ST,1370,0,1,DECKER,0,7,3,2,0,0
563000,133,WESTBOURNE TER,958,0,1,DECKER,0,7,4,3,0,0
410000,16,ADDINGTON RD,932,0,4,MID-RISE,1,4,2,2,0,0
390000,124,WINTHROP RD,945,0,3,CONVERTED-HOUSE,0,3,1,1,1,0
842700,132,CLARK RD,2282,0,2,CONVERTED-HOUSE,0,9,4,2,0,1
605000,1742,BEACON ST,1091,1,3,ROW-END,0,5,2,2,0,0
732500,101,WINTHROP RD,1668,0,3,ROW-END,0,6,3,2,0,1
675000,48,SUMMIT AVE,1550,0,3,ROW-END,0,7,3,2,0,0
1163500,26,ELM ST,2676,0,1,DUPLEX,0,9,5,2,1,0
478500,59,ALTON PL,1030,0,2,LOW-RISE,0,4,2,1,0,0
445000,57,ST PAUL ST,1000,0,1,LOW-RISE,0,4,2,1,1,0
499900,14,JAMES ST,1060,0,3,LOW-RISE,0,4,2,1,0,0
355000,453,WASHINGTON ST,994,0,1,LOW-RISE,0,4,2,1,0,0
930000,150,NAPLES RD,2052,0,1,CONVERTED-HOUSE,0,8,4,4,0,2
457500,1867,BEACON ST,1026,1,2,ROW-MIDDLE,0,5,2,1,0,0
403750,1450,BEACON ST,929,1,2,HIGH-RISE,4,4,2,1,0,0
400000,16,ADDINGTON RD,932,0,3,MID-RISE,1,4,2,2,0,0
404400,99,PERRY ST,1078,0,3,LOW-RISE,0,4,2,1,0,0
845000,123,ST PAUL ST,2320,0,2,LOW-RISE,0,7,4,3,0,0
395000,131,SEWALL AVE,854,0,5,MID-RISE,2,3,1,1,0,0
155850,153,FULLER ST,385,0,0,ROW-END,0,2,1,1,0,0
625000,20,EGMONT ST,1814,0,1,ROW-MIDDLE,0,6,3,1,1,0
865000,129,UNIVERSITY RD,2027,0,2,DECKER,0,6,3,2,1,0
572000,9,WHITNEY ST,983,0,1,DUPLEX,0,5,3,2,2,0
323700,44,WASHINGTON ST,1025,0,10,HIGH-RISE,5,4,2,2,0,0
620000,629,HAMMOND ST,1345,0,2,LOW-RISE,2,5,2,2,0,2
225600,33,POND AVE,780,0,3,HIGH-RISE,5,3,1,1,0,1
173000,55,THATCHER ST,328,0,3,ROW-END,0,2,1,1,0,0
547650,20,WEBSTER ST,980,0,4,MID-RISE,2,4,2,2,0,1
594000,403,WASHINGTON ST,1505,0,1,LOW-RISE,0,6,3,2,0,0
230000,19,WINCHESTER ST,684,0,7,HIGH-RISE,2,4,1,1,0,0
620000,1265,BEACON ST,1388,1,5,HIGH-RISE,2,5,2,2,0,1
285000,33,POND AVE,870,0,7,HIGH-RISE,5,3,1,1,0,1
559000,89,GLEN RD,1225,0,1,LOW-RISE,0,5,2,2,0,1
641500,1514,BEACON ST,1270,1,2,MID-RISE,2,4,2,2,0,0
333000,10,HOMER ST,880,0,1,LOW-RISE,0,4,2,1,0,0
537450,487,WASHINGTON ST,1231,0,3,ROW-MIDDLE,0,6,2,1,0,0
585000,44,STANTON RD,1327,0,1,CONVERTED-HOUSE,0,4,2,1,0,0
872000,111,CROWNINSHIELD RD,1777,0,2,LOW-RISE,0,5,3,2,1,2
408500,628,WASHINGTON ST,860,0,1,LOW-RISE,0,4,2,1,1,1
472000,135,FREEMAN ST,1140,0,3,ROW-END,0,5,2,1,0,0
315000,99,POND AVE,765,0,6,HIGH-RISE,5,3,1,1,0,1
379000,1742,BEACON ST,823,1,1,ROW-END,0,4,2,1,0,0
300000,23,WESTBOURNE TER,693,0,3,LOW-RISE,0,4,2,1,0,0
1038000,55,STATION ST,2060,0,2,LOW-RISE,1,5,3,2,1,2
290000,19,ALTON CT,598,0,2,LOW-RISE,0,3,1,1,0,0
455000,30,STEARNS RD,1075,0,3,MID-RISE,2,3,1,1,1,1
